date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
9/11/2014 12:55,2,3,66,220,8159,1079.1354,1052346,0,1,9,10/1/2014,10/4/2014,2,0,1,8267,1,0,1,2,50,675,56
10/28/2014 18:52,13,1,46,157,34868,5677.0359,971249,0,1,9,4/1/2015,4/7/2015,2,2,1,19831,1,0,1,5,132,74,84
5/28/2014 18:30,2,3,66,314,45853,2105.2667,618934,0,0,9,6/5/2014,6/7/2014,2,0,1,8250,1,0,1,2,50,628,1
8/18/2014 12:25,2,3,66,174,5938,446.1772,623124,0,0,9,8/23/2014,8/24/2014,2,0,1,11359,1,0,1,2,50,358,39
10/18/2014 16:57,11,3,205,155,13951,2414.6136,1066066,0,0,0,10/29/2014,11/1/2014,2,0,1,8267,1,0,1,2,50,675,94
10/22/2014 14:45,2,3,66,331,35714,1409.2693,38090,0,0,1,12/12/2014,12/19/2014,2,0,1,11439,1,0,1,4,163,1503,65
8/7/2013 14:59,2,3,66,174,24103,6526.2568,1102425,0,0,9,2/14/2014,2/18/2014,1,0,1,8217,1,0,1,0,34,43,12
8/19/2013 15:36,2,3,66,258,4687,829.9301,139081,0,1,0,11/27/2013,12/1/2013,1,0,1,15430,1,0,1,2,50,534,13
10/30/2013 12:37,11,3,205,135,38749,1210.0333,662238,0,1,2,11/25/2013,11/28/2013,2,0,1,8250,1,0,1,2,50,628,88
9/24/2014 17:47,2,3,66,174,21177,2140.3556,696713,0,0,2,10/6/2014,10/7/2014,2,0,1,8825,3,0,1,4,8,111,31
8/1/2014 4:19,2,3,66,314,19803,183.4912,337501,0,0,1,8/1/2014,8/3/2014,2,0,1,13411,4,0,1,2,50,675,98
3/20/2014 10:47,2,3,66,174,31206,5304.531,543344,0,0,9,3/24/2014,3/28/2014,1,0,1,55735,1,1,1,6,21,268,67
8/19/2014 17:49,8,4,231,68,42296,,495354,0,0,9,8/23/2014,8/24/2014,2,1,1,19940,6,0,1,3,99,88,82
10/6/2013 18:30,15,1,68,360,24389,,1056823,0,0,1,4/12/2014,4/13/2014,2,2,1,18058,1,0,1,6,68,292,46
12/10/2014 23:51,2,3,66,174,37037,2602.5056,241591,1,0,2,8/6/2015,8/10/2015,2,0,1,669,3,0,1,2,50,212,9
4/8/2014 20:46,2,3,66,174,2360,2132.098,157633,0,0,0,5/23/2014,5/24/2014,2,0,1,8791,1,0,1,4,8,110,52
12/12/2014 10:57,2,3,66,403,8734,187.6577,671611,0,0,0,12/15/2014,12/16/2014,1,0,1,369,3,0,1,2,50,456,13
8/21/2014 2:42,2,3,28,154,34719,,459111,0,1,9,12/29/2014,1/4/2015,2,0,1,8745,1,0,1,6,204,27,41
11/30/2013 18:37,2,3,66,348,8894,300.5898,645694,0,0,0,3/9/2014,3/12/2014,2,0,1,11569,1,0,4,2,50,623,79
3/18/2013 11:30,11,3,205,385,50682,4787.1492,217540,0,0,5,7/28/2013,7/31/2013,2,1,1,21769,1,0,4,6,208,237,14
9/5/2014 16:53,23,1,1,375,3699,145.0379,1180785,0,0,1,9/13/2014,9/14/2014,2,0,1,55110,3,0,2,6,105,22,38
4/30/2014 5:39,2,3,180,48,5813,,15065,0,0,3,7/22/2014,7/27/2014,1,0,1,23890,6,0,1,6,105,1873,43
2/11/2014 19:22,22,2,0,232,49513,,246219,0,0,9,2/14/2014,2/18/2014,2,0,1,1447,3,0,1,5,202,171,60
10/6/2013 15:24,2,3,66,351,6875,1401.8673,131590,0,1,0,10/9/2013,10/30/2013,1,0,1,8825,3,0,1,4,8,111,85
6/11/2014 19:44,2,3,30,11,38079,,172571,0,0,9,9/3/2014,9/10/2014,2,2,1,8268,1,0,1,2,50,682,26
10/26/2013 15:58,2,3,55,12,40448,,510770,0,0,9,12/2/2013,12/5/2013,2,0,1,12206,6,0,1,2,50,628,1
7/17/2014 20:16,34,3,205,354,21728,1213.5199,755915,0,1,9,8/16/2014,8/21/2014,4,0,1,8268,1,0,1,2,50,682,42
7/20/2014 12:10,2,3,28,154,34719,,384981,0,0,9,8/9/2014,8/14/2014,4,0,1,21468,1,1,1,6,200,996,53
9/30/2013 8:53,2,3,215,646,51733,5558.4249,424770,0,0,9,10/20/2013,10/21/2013,1,0,1,8253,1,0,1,6,70,19,69
6/18/2014 14:12,2,3,230,395,36062,,647123,0,0,9,6/18/2014,6/19/2014,2,0,1,51287,6,0,2,4,98,2054,62
7/28/2014 15:34,8,4,77,824,15015,2882.6607,487743,0,1,9,9/25/2014,9/28/2014,2,1,1,11815,1,0,1,3,5,44,64
7/16/2014 14:08,24,2,3,70,12464,,220475,0,0,1,11/28/2014,11/29/2014,3,0,2,8278,1,0,5,2,50,368,72
11/5/2014 9:47,2,3,66,348,29254,232.6484,709902,0,0,0,12/28/2014,12/30/2014,2,2,1,8223,1,0,1,2,50,690,91
3/18/2013 8:35,2,3,66,348,34632,20.9851,879281,0,0,9,3/18/2013,3/19/2013,2,0,1,45629,6,0,1,2,50,675,93
12/26/2014 21:21,8,4,77,977,53780,10447.0609,617380,0,0,0,5/28/2015,6/1/2015,2,0,1,8745,1,0,2,6,204,27,97
7/9/2013 20:31,11,3,205,354,50386,1231.6217,71626,0,0,4,8/10/2013,8/16/2013,2,3,1,11353,1,0,2,2,50,699,28
3/31/2014 11:26,34,3,205,354,43201,3609.5849,585015,0,0,9,6/14/2014,6/19/2014,2,1,1,60512,6,0,1,6,70,19,29
4/1/2014 16:31,30,4,195,991,5430,,10381,0,0,5,4/27/2014,4/30/2014,1,0,1,43055,6,0,1,2,50,350,91
5/1/2014 16:20,11,3,205,385,5687,,672728,0,1,5,5/18/2014,5/21/2014,2,0,1,8250,1,0,15,2,50,628,79
8/17/2014 7:55,34,3,205,354,25315,104.2882,635460,0,0,9,8/19/2014,8/21/2014,1,0,1,1891,1,0,1,2,198,380,91
12/7/2013 22:07,2,3,66,337,3622,,855273,1,1,9,1/24/2014,1/31/2014,2,0,1,8791,1,0,2,4,8,110,52
12/21/2013 11:57,2,3,66,331,39840,2103.4346,1151041,0,0,0,4/8/2014,4/11/2014,2,0,1,8250,1,0,1,2,50,628,18
10/24/2014 18:39,2,3,66,184,28561,1567.8965,436107,0,0,3,11/1/2014,11/2/2014,2,0,1,12756,5,0,1,2,50,696,41
6/12/2014 10:24,2,3,66,174,41886,106.9736,973235,0,0,9,7/4/2014,7/6/2014,2,0,1,16757,5,0,1,2,50,369,91
5/7/2013 8:15,2,3,66,448,34486,4821.8313,797532,0,0,9,8/10/2013,8/17/2013,1,1,1,8855,1,0,1,2,50,213,92
10/6/2014 20:03,2,3,215,646,51733,8784.7785,1099595,0,0,9,10/29/2014,11/2/2014,1,0,1,268,1,0,1,3,99,1033,64
10/18/2014 14:02,34,3,205,135,27655,1207.5876,471325,0,1,9,2/4/2015,2/7/2015,3,0,1,8250,1,0,5,2,50,628,79
12/30/2014 8:07,2,3,66,348,47997,5670.6458,379384,0,1,9,1/9/2015,1/15/2015,1,0,1,8823,1,0,1,3,0,1447,30
3/7/2014 16:57,8,4,77,977,53780,9982.062,40491,0,0,0,6/6/2014,6/8/2014,2,2,1,14038,6,0,1,6,105,35,89
3/3/2013 4:07,2,3,77,977,53369,,765094,0,0,9,3/5/2013,3/16/2013,2,0,1,8859,1,0,1,2,50,212,41
12/29/2014 14:12,11,3,205,354,51792,,886263,0,1,9,3/9/2015,3/16/2015,2,1,1,11633,1,0,9,4,174,405,0
10/19/2014 13:02,34,3,205,354,25315,1235.8808,731202,0,0,3,12/30/2014,1/1/2015,4,0,2,8260,1,0,1,2,50,701,38
11/27/2014 23:59,24,2,3,51,51906,,2912,0,1,1,11/30/2014,12/4/2014,2,0,1,21222,1,0,1,3,152,73,27
12/8/2014 11:57,2,3,66,174,34716,198.2404,28522,0,0,2,12/14/2014,12/15/2014,2,0,1,8250,1,0,1,2,50,628,54
5/27/2014 14:46,13,1,46,172,48947,5903.6409,1015429,0,0,9,6/8/2014,6/10/2014,2,0,2,8241,1,0,4,3,162,1490,46
6/22/2014 20:52,2,3,66,149,53611,823.1105,226880,0,0,4,7/5/2014,7/6/2014,2,0,1,11821,1,0,1,2,50,648,47
9/25/2014 22:40,18,2,119,0,27731,,1147719,0,0,3,4/6/2015,4/8/2015,2,0,1,21794,1,0,1,6,46,799,58
7/6/2014 17:47,2,3,66,363,12346,1490.8864,77485,0,1,9,7/9/2014,7/15/2014,2,0,1,8864,1,0,1,4,47,1508,66
6/2/2013 19:23,37,1,69,923,54859,,965267,0,0,5,8/10/2013,8/24/2013,2,1,1,8268,1,0,1,2,50,682,91
4/3/2014 12:07,23,1,1,395,29254,465.7464,72782,0,0,5,5/23/2014,5/25/2014,2,0,1,51923,1,0,3,6,204,1478,58
1/23/2013 17:23,24,2,3,52,41373,,1174917,0,0,1,2/15/2013,2/19/2013,2,1,1,8220,1,0,1,3,182,46,64
1/21/2014 12:32,2,3,66,174,24103,723.4187,992060,0,0,9,1/24/2014,1/26/2014,1,0,1,8830,1,1,1,2,50,650,90
5/23/2013 0:09,24,2,3,63,1210,,700655,0,1,1,6/17/2013,6/22/2013,2,0,1,8250,1,0,1,2,50,628,45
3/10/2014 13:32,37,1,69,694,10447,,70032,0,0,1,4/2/2014,4/3/2014,1,0,1,40903,6,0,1,3,48,152,11
9/6/2013 9:54,8,4,77,871,46772,10130.1494,1161094,0,0,5,8/12/2014,8/15/2014,1,1,1,8213,1,0,1,6,68,275,33
9/22/2014 10:27,2,3,66,311,22604,,496619,0,1,9,9/29/2014,10/2/2014,1,0,1,8277,1,0,1,2,50,412,3
10/14/2014 7:31,2,3,66,447,7943,354.2191,78010,0,0,9,10/17/2014,10/19/2014,4,0,2,8250,1,0,1,2,50,628,1
10/27/2014 7:45,2,3,66,220,15627,,1118604,0,1,9,11/8/2014,11/11/2014,2,0,1,8785,1,0,1,6,105,1848,57
4/8/2013 19:50,2,3,66,174,46432,470.0623,46938,0,0,2,4/26/2013,4/28/2013,2,0,1,8278,1,0,1,2,50,368,16
4/12/2014 17:12,2,3,66,337,12761,1066.9658,154002,0,0,9,5/25/2014,6/1/2014,4,0,1,11373,1,0,2,4,128,1400,31
8/23/2014 11:16,2,3,66,311,5405,183.3731,1089750,0,0,9,8/25/2014,8/27/2014,2,0,1,8267,1,0,1,2,50,675,70
10/7/2013 14:43,2,3,66,174,35675,401.8249,154513,0,0,9,12/25/2013,12/28/2013,3,1,1,8250,1,0,1,2,50,628,24
9/18/2014 10:14,2,3,66,174,44951,215.0386,702045,0,0,0,11/27/2014,11/30/2014,2,2,1,8250,1,0,1,2,50,628,54
3/7/2014 21:34,2,3,130,759,28771,,1013842,0,0,9,5/4/2014,5/6/2014,2,0,1,8746,1,0,1,6,105,29,35
10/13/2013 19:51,2,3,66,363,12841,877.8228,427407,0,0,0,12/23/2013,12/27/2013,6,1,2,8268,1,0,2,2,50,682,13
9/29/2014 13:51,8,4,77,871,44867,,392283,0,0,0,11/8/2014,11/9/2014,2,0,1,22522,6,0,1,0,63,1256,58
9/3/2014 0:31,24,2,3,49,19105,,722768,0,1,9,9/22/2014,9/25/2014,2,0,2,8822,1,0,2,3,130,1706,57
9/4/2014 11:22,2,3,66,363,12346,84.3799,180587,0,0,9,9/28/2014,10/10/2014,1,0,1,13406,4,0,1,2,50,675,56
9/9/2013 16:37,2,3,66,174,13565,134.1218,161705,0,1,2,12/25/2013,12/26/2013,7,1,3,12264,6,0,1,2,50,368,21
7/1/2014 0:57,35,2,70,47,7525,,842132,0,0,9,10/26/2014,10/27/2014,2,0,1,8747,1,0,1,3,106,107,68
3/18/2014 6:28,11,3,205,312,10553,1540.7898,887986,1,0,9,4/1/2014,4/3/2014,1,1,1,8254,1,0,1,2,50,365,33
11/3/2014 17:33,13,1,46,244,41384,4502.5037,967187,0,1,0,2/26/2015,3/8/2015,0,0,1,15137,1,0,1,6,66,1014,38
7/16/2014 17:49,2,3,66,174,37675,5457.7148,330870,0,0,2,7/30/2014,7/31/2014,2,0,1,8253,1,0,1,6,70,19,98
2/9/2014 11:28,11,3,205,354,24034,2076.99,136340,0,0,9,3/29/2014,3/30/2014,2,0,2,12757,5,0,3,2,50,659,16
3/24/2014 2:34,2,3,214,120,44496,,1105022,1,0,9,5/13/2014,5/15/2014,2,0,1,8247,1,1,1,3,0,1500,8
4/8/2013 18:30,28,1,68,236,22721,,1015406,0,0,9,6/2/2013,6/4/2013,2,0,1,8279,1,0,1,2,50,358,28
4/12/2014 6:33,2,3,66,448,25538,4360.4504,535950,0,0,1,5/14/2014,5/15/2014,2,0,1,43705,6,1,1,6,105,809,28
3/26/2014 16:05,34,3,205,354,49492,9321.694,514785,0,0,9,7/14/2014,7/18/2014,3,0,1,19368,6,0,1,3,168,1242,11
5/30/2014 14:27,2,3,48,23,18409,,362301,0,0,9,6/13/2014,6/14/2014,1,0,1,41137,1,0,1,6,127,141,58
12/13/2014 1:22,28,1,68,229,43739,,229803,0,0,3,8/10/2015,8/13/2015,2,2,1,28514,6,0,1,2,50,1457,17
12/24/2013 12:27,36,2,115,957,17195,,477942,0,0,5,1/30/2014,2/2/2014,4,0,2,32519,4,0,2,3,130,91,64
6/15/2014 23:51,37,1,69,727,15151,,1179830,0,0,2,,,2,0,1,8745,1,0,1,6,204,27,2
8/3/2014 22:20,2,3,66,321,2808,211.9271,241508,0,0,9,8/17/2014,8/18/2014,4,0,2,27703,6,0,1,2,50,646,21
2/19/2013 12:26,2,3,66,174,24103,7243.592,629333,0,0,0,4/21/2013,4/24/2013,2,0,1,6581,6,0,1,3,171,61,64
10/8/2014 21:17,24,2,3,51,9527,,225073,0,0,3,12/12/2014,12/15/2014,2,0,1,1398,3,0,1,3,141,1240,58
12/24/2014 13:36,2,3,66,337,14241,19.9956,511376,0,0,4,1/9/2015,1/11/2015,2,0,1,11357,1,0,1,2,50,674,10
11/14/2014 14:03,2,3,66,442,35390,1420.8969,62932,0,0,9,1/29/2015,2/1/2015,2,0,1,8267,1,0,1,2,50,675,70
10/29/2014 14:14,18,2,119,0,27731,,687403,0,1,7,3/24/2015,3/27/2015,2,0,1,8744,1,0,2,3,106,108,36
3/3/2013 12:26,8,4,77,824,17299,,956473,0,0,9,5/19/2013,5/25/2013,3,0,1,8254,1,0,1,2,50,365,72
1/28/2014 16:36,34,3,205,354,22772,1128.7976,460694,0,0,9,4/24/2014,4/25/2014,3,1,1,11353,1,0,1,2,50,699,76
6/1/2014 19:58,2,3,66,348,53377,10.1347,675029,0,0,2,6/5/2014,6/9/2014,1,0,1,25172,6,0,1,2,50,674,51
9/22/2014 14:00,2,3,66,442,28620,1501.7542,417601,0,0,9,9/24/2014,9/26/2014,4,0,2,12483,5,0,1,2,50,674,28
2/1/2013 23:34,24,2,3,51,45833,,14429,0,0,0,2/19/2013,2/20/2013,2,0,1,8250,1,0,1,2,50,628,49
4/15/2014 15:44,37,1,69,664,46015,,1016782,0,0,0,5/21/2014,5/22/2014,2,0,1,24350,6,0,1,6,68,291,29
9/16/2014 18:33,8,4,77,401,29226,723.3362,759554,0,0,2,11/7/2014,11/10/2014,2,0,1,22133,1,0,1,0,63,1045,20
11/18/2013 12:08,2,3,66,220,2086,1125.595,278724,0,1,9,12/1/2013,12/4/2013,1,0,1,12193,6,0,2,2,50,406,95
4/11/2014 0:15,2,3,66,462,49272,582.4819,577852,1,0,0,4/25/2014,4/26/2014,2,2,1,14088,6,0,2,2,50,673,90
4/20/2014 17:09,2,3,168,44,4223,,389921,0,1,9,5/28/2014,5/31/2014,2,0,1,8250,1,0,2,2,50,628,54
12/29/2014 20:30,37,1,69,811,16287,,391566,1,1,1,7/16/2015,7/23/2015,2,0,1,21469,1,0,5,6,200,996,80
4/25/2014 19:28,2,3,66,184,27733,17.49,745674,0,0,2,5/6/2014,5/7/2014,2,0,1,12196,6,1,1,2,50,656,91
4/20/2014 19:22,2,3,66,174,18870,2608.0263,1015814,1,1,9,5/23/2014,5/31/2014,2,0,1,8855,1,0,1,2,50,213,26
11/25/2013 18:37,34,3,205,411,50761,434.4602,867794,0,0,9,12/15/2013,12/18/2013,3,0,1,48205,4,0,1,2,198,374,89
2/11/2013 6:59,2,3,66,467,22781,769.9429,288212,0,0,2,2/19/2013,2/20/2013,3,0,3,25798,6,0,1,2,50,696,32
2/8/2014 21:42,24,2,3,50,5703,,686024,0,1,9,3/21/2014,3/23/2014,1,0,1,8256,1,0,1,3,82,230,3
12/26/2014 23:21,2,3,66,462,1263,243.3939,376318,0,0,9,2/11/2015,2/16/2015,2,2,1,9735,3,0,1,2,198,378,63
12/28/2013 17:24,37,1,69,844,25796,,321441,0,1,9,1/1/2014,1/4/2014,2,0,1,8785,1,0,3,6,105,35,64
5/28/2014 5:53,2,3,66,258,1803,1965.5569,856175,0,1,0,10/11/2014,10/17/2014,2,0,1,11439,1,0,2,4,163,1503,52
3/3/2014 17:22,2,3,66,447,17734,5097.7322,852732,0,0,5,4/14/2014,4/15/2014,2,2,1,14384,6,0,1,6,204,158,21
1/7/2013 12:15,2,3,66,348,45247,,66191,0,1,1,2/10/2013,2/16/2013,2,0,1,11938,1,0,1,4,8,126,65
1/19/2014 20:42,37,1,69,811,16287,,502145,1,1,9,4/1/2014,4/7/2014,2,0,1,11353,1,0,1,2,50,699,60
2/13/2014 9:11,34,3,205,155,13951,17.328,513861,1,0,9,2/22/2014,2/23/2014,1,0,1,8288,1,0,1,2,198,399,41
8/18/2014 20:56,37,1,69,749,51392,,1064548,0,1,9,9/23/2014,9/25/2014,2,0,1,8250,1,0,1,2,50,628,45
1/30/2014 11:56,2,3,66,189,34868,1168.5757,311215,0,0,9,2/27/2014,3/2/2014,2,0,1,12227,6,1,2,2,50,701,31
3/30/2014 13:59,11,3,205,385,1347,333.0937,699796,0,0,0,7/11/2014,7/13/2014,4,0,2,8267,1,0,2,2,50,676,17
8/15/2014 13:08,23,1,46,347,54921,909.7394,1000289,0,1,1,8/17/2014,8/20/2014,2,0,1,11816,1,0,1,6,77,1482,22
10/13/2014 19:20,13,1,46,166,46925,,479560,0,0,0,10/26/2014,10/27/2014,2,0,1,39332,4,0,1,3,182,68,76
6/17/2014 21:40,2,3,66,462,43311,511.0793,529555,1,0,9,6/18/2014,6/19/2014,2,0,1,1391,1,0,1,2,50,1203,42
8/30/2013 14:57,2,3,66,314,13698,2270.3064,1069297,0,1,9,11/23/2013,11/29/2013,2,0,1,8278,1,0,3,2,50,368,34
5/19/2014 9:38,2,3,66,363,12841,213.6528,924890,0,0,9,5/30/2014,5/31/2014,4,0,1,12576,5,0,1,2,50,676,75
11/10/2013 23:31,2,3,115,957,17195,,802120,0,0,9,2/11/2014,2/20/2014,1,0,1,8260,1,0,1,2,50,701,14
7/2/2014 7:19,34,3,205,354,25315,2088.3984,1019741,0,0,9,7/10/2014,7/15/2014,2,0,1,26414,6,0,2,2,198,399,68
8/8/2014 15:35,28,1,68,335,3848,,219858,1,0,1,9/13/2014,9/26/2014,2,0,1,19775,1,0,1,6,105,1821,89
11/25/2014 16:25,37,1,69,560,4288,,862134,0,0,5,12/22/2014,1/5/2015,1,0,1,22839,6,0,1,6,144,1594,75
7/31/2013 16:17,24,2,3,50,50547,,705563,0,1,0,8/26/2013,8/30/2013,2,0,2,8220,1,0,1,3,182,46,59
2/13/2014 15:08,2,3,63,480,38276,6025.4457,438054,0,0,9,2/21/2014,2/24/2014,1,0,1,8259,1,1,1,4,8,121,97
8/30/2013 22:10,2,3,66,337,44687,,627731,0,0,2,11/22/2013,11/30/2013,2,1,1,48693,6,0,1,4,124,1939,67
10/26/2014 17:04,2,3,66,442,35390,5031.9044,877211,0,0,0,1/23/2015,1/28/2015,1,0,1,8745,1,0,1,6,204,27,41
6/19/2014 18:23,2,3,66,258,20013,,80854,0,0,0,6/19/2014,6/20/2014,1,0,1,12652,5,0,1,2,50,192,16
10/13/2014 8:24,2,3,215,872,23836,,853751,0,0,1,11/2/2014,11/3/2014,4,0,2,955,3,0,1,2,50,524,42
6/27/2013 11:27,2,3,66,331,17119,244.3579,540768,0,0,9,7/10/2013,7/11/2013,1,0,1,12177,6,0,2,2,50,350,95
1/9/2014 18:27,34,3,205,367,30789,96.8874,533912,0,0,9,3/14/2014,3/15/2014,2,0,1,12934,5,0,2,2,198,376,13
6/21/2013 14:24,2,3,66,226,42300,1948.9374,653104,0,0,1,7/4/2013,7/7/2013,2,2,1,1531,3,1,1,2,50,365,25
2/19/2013 13:03,2,3,66,448,17704,,708108,0,1,3,7/3/2013,7/6/2013,2,0,1,11373,1,0,1,4,128,1455,65
7/6/2014 17:43,2,3,66,348,47997,94.145,280574,0,0,9,8/13/2014,8/15/2014,1,0,1,11569,1,0,1,2,50,623,89
8/11/2014 21:09,2,3,66,174,26232,6106.3857,341168,0,0,9,8/28/2014,8/29/2014,2,0,1,8740,1,0,4,6,105,12,99
11/13/2014 6:59,2,3,66,442,5875,92.7992,1010351,0,0,2,2/6/2015,2/7/2015,1,0,1,32726,4,0,1,2,50,406,23
10/5/2014 17:49,34,3,205,135,36086,5118.1053,1120923,0,0,9,10/22/2014,10/25/2014,2,0,1,531,3,0,1,6,105,12,8
7/1/2014 9:22,2,3,66,220,19416,4555.0987,495911,0,0,4,8/10/2014,8/13/2014,2,0,1,13487,4,0,1,6,204,27,69
6/28/2014 9:43,2,3,66,462,27117,213.6291,481390,1,0,9,7/4/2014,7/6/2014,4,1,1,11976,1,1,1,2,50,664,91
11/25/2014 16:00,2,3,80,38,52486,,1172139,0,1,1,12/28/2014,1/2/2015,4,0,1,468,1,0,3,3,48,153,97
7/24/2013 0:39,24,2,3,48,50527,,1186734,0,0,9,8/23/2013,8/24/2013,4,0,2,12217,6,0,1,2,50,365,49
7/14/2014 10:28,2,3,55,428,14182,,670363,1,0,1,7/14/2014,7/15/2014,2,0,1,8788,1,1,1,6,77,2,25
11/17/2013 11:39,2,3,66,174,17494,7960.6283,893587,0,0,9,11/26/2013,11/27/2013,1,0,1,8220,1,0,1,3,182,46,46
8/14/2014 7:52,2,3,66,324,7041,810.3453,1066849,0,0,1,9/4/2014,9/8/2014,3,0,1,8232,1,0,2,2,50,639,72
12/2/2014 20:26,8,4,77,401,29226,0.8524,465493,0,0,9,12/11/2014,12/12/2014,2,0,1,21373,6,0,1,0,63,934,6
3/12/2013 11:27,2,3,149,290,33116,,334193,0,0,9,4/5/2013,4/9/2013,2,0,1,8253,1,0,2,6,70,19,70
10/21/2014 19:45,15,1,55,20,5948,,769030,0,1,1,2/27/2015,3/2/2015,6,0,3,8253,1,0,1,6,70,19,2
12/3/2014 10:03,2,3,66,314,23068,2075.2281,15770,0,1,9,4/5/2015,4/9/2015,2,0,1,8250,1,0,1,2,50,628,1
8/12/2014 7:25,11,3,205,155,26400,1078.4697,778709,0,0,1,8/22/2014,8/25/2014,2,0,1,12175,6,0,1,2,50,366,95
8/3/2014 4:45,2,3,149,290,33116,,28923,0,1,9,8/20/2014,8/25/2014,2,0,1,8260,1,1,1,2,50,701,9
8/4/2014 5:56,37,1,66,220,3781,164.9531,694883,1,0,9,8/4/2014,8/5/2014,2,1,2,8266,1,0,2,2,50,411,16
10/9/2014 23:39,2,3,104,38,10837,,106502,0,0,9,12/30/2014,1/2/2015,2,0,1,8267,1,0,1,2,50,676,5
9/23/2014 22:23,2,3,66,462,2924,708.0038,644199,1,0,1,10/20/2014,10/21/2014,2,0,1,8250,1,0,1,2,50,628,54
9/23/2014 5:47,2,3,198,153,17956,,23041,0,0,2,10/19/2014,10/20/2014,2,0,1,8230,1,1,1,2,50,637,19
12/16/2013 11:00,2,3,66,311,30031,3074.5086,277674,0,0,2,1/13/2014,1/15/2014,1,0,1,30337,1,0,2,6,70,10,2
11/16/2014 18:42,2,3,66,442,12416,3832.2473,1047333,0,1,0,6/6/2015,6/13/2015,5,0,1,8855,1,0,2,2,50,213,26
11/27/2014 19:13,37,1,69,879,25671,,722856,0,0,9,12/9/2014,12/10/2014,1,0,1,12209,6,0,1,6,70,19,87
3/4/2014 15:40,24,2,3,51,9527,,930506,0,0,9,3/24/2014,3/27/2014,1,0,1,8242,1,1,1,3,171,61,55
7/27/2014 19:50,2,3,66,442,28620,959.5376,923095,0,1,9,7/30/2014,8/3/2014,2,0,1,8825,3,0,6,4,8,111,87
7/10/2014 8:17,11,3,205,385,46963,745.2253,919116,0,1,9,7/11/2014,7/13/2014,2,0,1,8230,1,0,1,2,50,637,19
9/2/2014 18:48,2,3,66,462,8199,5418.7193,295056,0,0,3,10/11/2014,10/12/2014,2,0,1,8785,1,0,1,6,105,809,30
11/5/2014 18:55,33,2,194,38,42328,,810193,0,0,5,12/14/2014,12/15/2014,2,0,1,8803,1,0,4,3,151,69,12
12/4/2014 9:37,2,3,66,363,48733,,1050256,1,0,9,6/10/2015,6/13/2015,1,0,1,64560,8,0,1,6,68,275,18
12/10/2014 18:18,11,3,205,312,37916,125.3044,582363,0,0,9,12/13/2014,12/14/2014,2,0,1,45120,1,0,1,2,198,404,48
5/25/2013 10:56,11,3,205,385,46980,,53524,0,0,0,6/11/2013,6/15/2013,2,1,2,8260,1,0,2,2,50,701,69
6/27/2014 20:33,24,2,3,50,5703,,465843,0,0,2,8/7/2014,8/9/2014,4,0,2,8250,1,0,1,2,50,628,24
1/19/2013 22:51,2,3,66,174,22368,138.0846,551655,0,0,9,2/10/2013,2/12/2013,2,0,1,18790,1,0,2,2,50,356,4
10/6/2014 16:29,2,3,66,442,12937,90.4747,930946,1,0,9,10/6/2014,10/7/2014,1,0,1,26994,6,0,1,2,50,1529,77
12/23/2014 19:39,2,3,66,226,42300,540.6145,857133,0,0,9,12/28/2014,12/31/2014,2,2,1,8291,1,0,1,2,50,191,95
8/12/2014 6:22,2,3,231,48,2982,,927230,0,0,9,8/16/2014,8/17/2014,2,0,1,12576,5,0,1,2,50,675,69
7/8/2014 15:24,2,3,66,258,17545,351.827,673983,0,0,9,8/2/2014,8/4/2014,4,0,1,12015,1,0,1,2,50,527,42
12/31/2014 10:23,2,3,66,462,18767,617.4376,608847,0,1,0,3/30/2015,4/3/2015,2,2,1,8279,1,0,9,2,50,1230,64
7/1/2013 20:07,24,2,70,57,20573,,1168317,0,0,9,7/31/2013,8/1/2013,2,0,1,20225,6,0,5,3,182,46,36
12/6/2014 14:08,2,3,66,462,52482,4983.4085,736440,0,0,3,12/25/2014,12/27/2014,6,0,2,43199,1,0,1,3,106,106,20
10/28/2013 12:24,2,3,66,258,34156,301.0586,801232,0,0,4,9/12/2014,9/14/2014,2,2,1,26711,6,1,1,2,50,708,68
2/23/2014 2:21,18,2,119,0,27731,,636378,0,0,1,2/25/2014,3/1/2014,2,0,1,5497,1,0,1,3,182,79,85
8/16/2014 16:25,2,3,66,174,31320,901.3875,708700,0,1,9,6/25/2015,7/2/2015,2,4,2,8824,1,0,3,4,8,118,73
8/5/2014 18:19,11,3,205,385,45703,,309791,0,0,9,8/12/2014,8/15/2014,2,1,1,12190,6,0,1,2,50,637,4
11/22/2014 0:03,24,2,3,59,12372,,177816,1,1,9,12/30/2014,1/3/2015,4,0,1,8822,1,0,3,3,130,91,60
6/24/2013 20:44,2,3,66,174,24103,227.9946,701231,0,0,9,6/25/2013,6/27/2013,2,0,1,8250,1,0,1,2,50,628,54
3/7/2014 17:19,2,3,66,356,25205,324.7506,411157,0,0,9,3/10/2014,3/11/2014,2,2,1,24198,6,0,1,2,50,1087,40
4/27/2014 19:07,2,3,66,220,33119,2595.7097,813913,0,0,9,5/23/2014,6/1/2014,1,0,1,12826,5,0,3,2,50,1230,98
